url,phone_numbers,facebook_links,twitter_x_links,linkedin_links,instagram_links,youtube_links,addresses,error
http://sunnova-solar-oakland.business.site,,,,,,,,404 Client Error: Not Found for url: http://sunnova-solar-oakland.business.site/
http://tevisdenise.com,,https://www.facebook.com/tevis.denise; https://www.facebook.com/wix,https://twitter.com/wix; https://www.twitter.com/tevisdenise,https://www.linkedin.com/in/tevis-denise; https://www.linkedin.com/company/wix-com,https://www.instagram.com/wix; https://www.instagram.com/tevisdenise,,,
http://badgertoyotalift.com,,,,,,,,403 Client Error: Forbidden for url: https://badgertoyotalift.com/
http://bettoli.realtor,3053567440,https://www.facebook.com/NARdotRealtor,https://twitter.com/NARdotREALTOR,,https://www.instagram.com/nardotrealtor,https://www.youtube.com/user/dotREALTOR,,
http://greggardnersbarbershop.com,8143226,,,,,,"511 Mulberry St, Berlin, PA 15530, USA; 511 Mulberry Street",
http://hautesalonjc.com,5736347476,https://www.facebook.com/hautesalon,,,https://www.instagram.com/hautesalonjc,,,
http://ropescan.us,,,,,,,,
http://saracott.com,30030850,,,,,,,
http://dumpsterrentalalhambraca.com,,,,,,,,523 Server Error:  for url: http://dumpsterrentalalhambraca.com/
http://fynres.com,,,,,,,"1326 E. Commercial Blvd., #1023 Oakland Park, FL, 33334, US,",
http://hubbardstudios.com,,,,,,,,404 Client Error: Not Found for url: https://hubbardstudios.com/
http://roushdetailingllc.com,,https://www.facebook.com/RoushDetailingLLC,,,https://www.instagram.com/RoushDetailingLLC.Colorado,,,
http://salinasidingcompany.com,+17853908822,https://www.facebook.com/Salina-Siding-Company-104405568676524,,https://www.linkedin.com/company/75604120,,,,
http://arisepca.com,,https://www.facebook.com/ArisePCA,,,https://www.instagram.com/p; https://www.instagram.com/arisepresbyterian,,631 Eucalyptus Ave,
http://hairbykole.com,,,,,,,,"HTTPConnectionPool(host='hairbykole.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000020DBADC8490>: Failed to resolve 'hairbykole.com' ([Errno 11001] getaddrinfo failed)""))"
http://bundlesbybassett.com,,,,,,,,"HTTPConnectionPool(host='bundlesbybassett.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000020DBADC85A0>: Failed to resolve 'bundlesbybassett.com' ([Errno 11001] getaddrinfo failed)""))"
http://documentsandforms.com,,,https://twitter.com/share,,,,,
http://lineoftecnologia.com,,,,,,,,"HTTPConnectionPool(host='lineoftecnologia.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000020DBA967570>: Failed to resolve 'lineoftecnologia.com' ([Errno 11001] getaddrinfo failed)""))"
http://mikesagfencerepair.com,2402856648,https://www.facebook.com/Mikes-Agriculture-Fence-Repair-101798072153722,,,,,,
http://sootheyoursoulmassage.com,,,,,,,,404 Client Error: Not Found for url: https://sootheyoursoulmassage.com/
http://thatpaintgirl.com,,,,,https://www.instagram.com/thatpaintgrl,,,
http://cgllcairheatingandcoolingservices.business.site,,,,,,,,404 Client Error: Not Found for url: http://cgllcairheatingandcoolingservices.business.site/
http://clinejewelers.com,,,,,,,,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
http://1vandegraaff.com,,,,,,,,
http://betterbuildco.com,+15122708388,https://www.facebook.com/profile.php,,,https://www.instagram.com/austinhomeservices,,,
http://dreamservicesoftware.com,+1210695,https://www.facebook.com/dreamservicecrm,,https://www.linkedin.com/company/dream-service-software,https://www.instagram.com/dreamservicesoftware,,"11802 Warfield St. #200,",
http://meskauskis.com,,,,,,,,
http://thelocalmanjakemangan.com,,,,https://www.linkedin.com/in/localmanjakemangan,,https://www.youtube.com/channel/UCZ6jVxTTC46emI_WcT40PuA,,
http://timberwoodofnaples.org,,,,,,,,404 Client Error: Not Found for url: https://timberwoodofnaples.org/
http://two2brew.com,,,,,,,,403 Client Error: Forbidden for url: https://two2brew.com/
http://loydayu.com,9194491946; 01310483; 9212692128; 9218692190; 9205992061; 9217092172; 9191591917; 9200492008; 9191191913; 9196391977; 9213092132; 9208592088; 9217492176; 9215892160; 9215292154; 9201092013; 9217892182; 9194891951; 9201892020; 9205592057; 9210592107; 9193191933; 9210192103; 9219692198; 9207492078; 9213992142; 9202692028; 9202292024; 9219292194; 9193591942; 9197991987; 9209192093; 9211792119; 9204992052; 9216692168; 9190691909; 9211392115; 9203892040; 9206592067; 9206992071; 9210992111; 9213592137; 9208192083; 9214592149; 9212192123; 9216292164; 9203092036; 9190191903,https://www.facebook.com/ErikaLoydaYu,,,,,860 Kuhn Dr.,
http://markhensonart.com,7072752201; 7077308538; 2752201,,,,,https://www.youtube.com/user/watch,,
http://tangodown.com,,,,,,,,
http://iambaldianastyles.info,,,,,,,,
http://innovativeinstruction.org,,,,,,,,"HTTPConnectionPool(host='innovativeinstruction.org', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000020DBADC9150>: Failed to resolve 'innovativeinstruction.org' ([Errno 11001] getaddrinfo failed)""))"
http://lassomd.com,888448888; 8884488149,https://www.facebook.com/Hi.LassoMD,,,https://www.instagram.com/hi.lassomd,,,
http://nefsvt.com,,https://www.facebook.com/l.php; https://www.facebook.com/NortheastFarmServices,,,https://www.instagram.com/nefsvt,https://www.youtube.com/channel/UCRZ0tRSvW4bGp0dmWWAeySw,,
